Id,Expected,Rooms,SqrMeters,Floor,Location,Description
3002,234000,2,49,3,Poznań Rataje ul. Os. Tysiąclecia,Na sprzedaż ładne ustawne mieszkanie w Poznaniu na os. Tysiąclecia. Mieszkanie 2-pokojowe o powierzchni 48 80 m2 znajduje się na 3-piętrze w 16-piętrowym bloku. Składa się z dwóch niezależnych pokoi (powierzchni 18m2 i 12m2) oddzielnej kuchni z...
3003,220000,2,48,1,Poznań Grunwald ul. Bukowska,---DOSKONAŁA LOKALIZACJA--- Oferuję do sprzedania mieszkanie dwupokojowe położone na pierwszym piętrze bloku z cegły na poznańskim Grunwaldzie. Lokal jest całkowicie w układzie niezależnym i do wszystkich pomieszczeń wchodzi się z korytarza....
3004,374730,3,63.25,2,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
3005,202615,2,33.49,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
3006,175000,1,26.5,6,Poznań Stare Miasto Winogrady ul. Os. Kosmonautów,Witaj! Zachęcam Cię do zapoznania się z ofertą sprzedaży oryginalnie zaaranżowanej kawalerki położonej w samym sercu Osiedla Kosmonautów. Pierwotny układ mieszkania został zmieniony poprzez podział jednego dużego pokoju na dwa mniejsze. Dzięki...
3007,210000,2,38.1,1,Poznań Winogrady ul. Os. Przyjaźni,Rozkładowe przestronne mieszkanie na pierwszym piętrze w wieżowcu w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na wschód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - mozaika panele...
3008,184000,2,44,1,Poznań Dębiec ul. Klonowa,--- MIESZKANIE DO REMONTU --- 2 pokoje 44m2 184.000zł - cena do negocjacji !!! Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na Dębcu przy ulicy Klonowej w bloku 4-ro pietrowym na 1-szym piętrze. Mieszkanie o powierzchni...
3009,309000,3,62,4,Poznań Rataje Centrum ul. Stare Żegrze Os.,Polecam na sprzedaż mieszkanie 3 pokojowe zlokalizowane na Poznańskich Ratajach os. Stare Żegrze. Mieści się na 4 piętrze w niskim ocieplonym bloku. Składa się z niezależnych pokoi: salon z loggią 21m2 dwóch pokoi 12m2 i 10m2. Oddzielnej...
3010,212000,2,36.6,1,Poznań Poznań-Stare Miasto ul. Owsiana,Przedmiotem sprzedaży jest 2-pokojowy lokal mieszkalny o powierzchni 36 6 m2 na pierwszym piętrze w dwupiętrowym budynku z cegły z lat 50-tych XX w. w bardzo dobrej lokalizacji przy ul. Owsianej w dzielnicy Winogrady w Poznaniu. Budynek został...
3011,290000,2,49,1,Poznań Śródka ul. Gdańska,Poznań - Śródka ul. Gdańska okolice Ostrowa Tumskiego katedry. Do sprzedaży mieszkanie o powierzchni ok.49 mkw usytuowane na wysokim parterze trzypiętrowego budynku. Mieszkanie składa się z dwóch pokoi osobnej dużej kuchni łazienki ...
3012,278000,3,60,2,Poznań Rataje ul. Falista,LOKAL Mieszkanie trzypokojowe o powierzchni 60m2. Piętro II/VIII. Z dużym balkonem i piwnicą. Układ pomieszczeń w pełni niezależny. Pokoje od 9 0 do 18 00m2. Łazienka i oddzielnie toaleta. Ciche i jasne wystawa okien południowy wschód - zachód....
3013,308000,3,60,1,Poznań Rataje Śródka Wilda Łazarz Centrum Zawady ul. Polan - Z Ogródkiem!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Ratajach ( os. Polan ). Na 60 m2 składają się trzy ustawne i nieprzechodnie pokoje ...
3014,325000,3,75,3,Poznań Grunwald ul. Przybyszewskiego,Przedstawiamy ofertę sprzedaży pięknego mieszkania w bocznej cichej uliczce od ulicy Przybyszewskiego. Cena obejmuje także garaż i piwnicę. Mieszkanie znajduje się w zadbanym bloku z końca lat 50-tych okna od dwóch pokoi wychodzą na zielony...
3015,319000,3,53,4,Poznań Grunwald Jeżyce Łazarz Wilda Sołacz ul. Kopernika Os.,Polecam na sprzedaż mieszkanie spółdzielcze własnościowe z księgą wieczystą bez obciążeń. Blok po termoizolacji okna plastikowe. Do mieszkania przynależy komórka lokatorska w piwnicy. Dodatkowo instnieje możliwość wynajmu pomieszczeń użytkowych...
3016,275000,2,50,14,Poznań Rataje ul. Os. Powstań Narodowych,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży 2-pokojowego mieszkania zlokalizowanego w wysokim budynku z windą na os. Powstań Narodowych (Rataje). Powierzchnia...
3017,273024,2,42.66,6,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
3018,297000,2,51,1,Poznań Wilda Centrum Dębiec Rtaje ul. Dolina,Polecam na sprzedaż mieszkanie 2 pokojowe znajdujące się na 1 piętrze w kamienicy przy ul. Dolina. Jest to mała uliczka położona w okolicy skrzyżowania ul. Chwiałkowskiego i Górna Wilda. Na powierzchnię mieszkania 51 m2 składają się: 2 pokoje ...
3019,225000,2,37,4,Poznań ul. Sołacz Jeżyce Ul. Nad Potokiem,Bezpośrednio. Na sprzedaż posiadam mieszkanie dwupokojowe ul. Nad Potokiem 37 m2 Jest to mieszkanie na 4 piętrze w niskim bloku do mieszkania przynależy piwnica. Układ niezależny (Rzut mieszkania w zakładce plan lokalu ) W mieszkaniu rozpoczyna...
3020,439000,2,74,3,Poznań Piątkowo ul. Os. Batorego,Bardzo ładne przestronne i komfortowe mieszkanie w nowszym niskim bloku z 2008 r. na III piętrze. Powierzchnia mieszkania wynosi- 70 5m2 a pow. przynależnej piwnicy -3 4 m2 Ciekawa aranżacja - przerobione z 3 pokojowego na 2 pokojowe. Jeden...
3021,369000,2,50,2,Poznań Naramowice ul. Błażeja,Polecam na sprzedaż mieszkanie w Poznaniu przy ulicy Błażeja(Naramowice). Nieruchomość znajduje się na 2 piętrze w 2 piętrowej willi miejskiej z 2007 roku Forma własności: lokal stanowiący odrębną nieruchomość (pełna własność). Mieszkanie w pełni...
3022,305440,3,66.4,2,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych,KUPUJĄCY NIE PŁACI PROWIZJI. MIESZKANIE W PROGRAMIE MDM. Na sprzedaż mieszkanie 3-pokojowe z komórką lokatorską na nowym w Zalasewie. Mieszkanie usytuowane jest na 2 piętrze budynek bez windy. Układ pomieszczeń: pokój dzienny (20 4m2) z balkonem...
3023,427086,3,71.9,3,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
3024,160000,1,29,1,Poznań Łazarz ul. Łukaszewicza,Kawalerka o pow. 29 m2 położona na wysokim parterze przy ul. Łukaszewicza Łazarz. Na powierzchnię całkowitą składają się niezależny pokój o pow. 17 5 m2 kuchnia z oknem 6 1 m2 łazienka z WC 2 6 m2 oraz przedpokój 2 7 m2. Wysokość pomieszczeń...
3025,467651,4,81.7,1,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
3026,338000,2,50,5,Poznań Piątkowo,Polecamy na sprzedaż nowe mieszkanie na 5 piętrze stan deweloperski!!! Mieszkanie składa się z dwóch pokoi kuchni łazienki z wc oraz przedpokoju. Do mieszkania przynależy balkon. Zapraszam do kontaktu. Jędrzej Korczyński Tel. 795 730...
3027,339000,2,49,1,Poznań Jeżyce ul. Grodziska,Przestronne mieszkanie na parterze w domu wielorodzinnym w Poznaniu w dzielnicy Jeżyce. Dwa pokoje z aneksem kuchennym okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...
3028,206582,1,33.32,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
3029,250000,2,35.9,4,Poznań Górczyn ul. Krauthofera,Przytulne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Górczyn. Dwa pokoje z aneksem kuchennym okna wychodzące na południe zachód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa tapeta; Podłogi -...
3030,218466,2,36.11,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
3031,199000,1,32,2,Poznań Nowe Miasto ul. Pobiedziska,Polecam na sprzedaż mieszkanie o powierzchni 32 m2 położone na 2 piętrze w nowym osiedlu blisko Malty (od strony Term Maltańskich)Osiedle jest położone blisko terenów zielonych nad Maltą i ZOO a jednocześnie jest stąd bardzo szybki dojazd do...
3032,250000,1,33,4,Poznań Jeżyce ul. Meissnera,Gorąco polecam na sprzedaż wykończoną kawalerkę na 4 piętrze w nowym bloku z 2014 r. w cenie zabudowa kuchni. Okna wychodzące na południe parking przed budynkiem. Standard wykończenia: Ściany - tapeta; Podłogi - panele podłogowe; Okna - PCV;...
3033,205000,2,57,1,Poznań Jeżyce ul. Wawrzyniaka,Oferujemy do sprzedaży dwupokojowe mieszkanie o powierzchni użytkowej 56 9 m kw. położone na pierwszym piętrze kamienicy zlokalizowanej na poznańskich Jeżycach - przy ul. Wawrzyniaka. Budynek pochodzi z 1890 roku po przeprowadzonych pracach...
3034,240498,1,38.79,4,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
3035,326648,3,58.33,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
3036,214900,2,37,3,Poznań Łazarz ul. Kanałowa,Przytulne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Łazarz. Dwa pokoje z aneksem kuchennym okna wychodzące na północ południe wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - płyta...
3037,330000,3,65,2,Poznań Piątkowo Winogrady Sołacz Naramowice ul. Batorego,Polecamy na sprzedaż 3-pokojowe mieszkanie zlokalizowane na Piątkowie na Osiedlu Stefana Batorego. Mieszkanie usytuowane jest na II piętrze w NISKIM BLOKU. Na 65m2 składają się 3 niezależne pokoje jasna kuchnia łazienka WC i korytarz. Blok z...
3038,325000,2,48,5,Poznań Wilda,Polecamy na sprzedaż mieszkanie 2u pokojowe z osobną kuchnią(można zrobić salon z aneksem) Mieszkanie zlokalizowane jest blisko centrum w nowym budownictwie z 2014 r.(zamieszkałe 2015) 2 min do przystanku autobusowego oraz ok 5 min na...
3039,360000,2,47,2,Poznań Piątkowo ul. Hulewiczów,Komfortowe mieszkanie - nowe budownictwo. Apartament 2-pokoje - 47m2 Zaletami nieruchomości są jej doskonały stan techniczny i funkcjonalny rozkład. Zaprojektowany przez architekta rozkład i zabudowa oraz rozległy widok na zielone tereny oraz...
3040,146000,2,31,1,Poznań Nowe Miasto Głuszyna ul. Ul. Sypniewo,ŁADNA KAWALERKA 31M.KW NOWE BUDOWNICTWO NOWE MIASTO GŁUSZYNA UL.SYPNIEWO 146 000!!! Oferuję na sprzedaż ładną kawalerkę o pow.31m.kw znajdujące się na parterze w ocieplonym nowym bloku przy ul.Sypniewo. Mieszkanie składa się z dużego pokoju z...
3041,315000,3,47,1,Poznan Piątkowo ul. Magnacka,Mieszkanie z samodzielnym indywidualnym garażem za cenę 315ooo zł - Na sprzedaż 3 pokoje Poznań - Piątkowo/Hulewiczów. Mieszkanie na parterze gotowe do zamieszkania w nowym niskim bloku na zamkniętym - nowoczesnym osiedlu Hulewiczów w Poznaniu....
3042,648000,3,94.8,5,Poznań Jeżyce,POLECAM PIĘKNY STYLOWY 3-POK. APARTAMENT O POW. 94 8m 2 W NIEZWYKŁEJ ZREWITALIZOWANEJ KAMIENICY W CENTRUM PRZY PLANOWANYM REPREZENTACYJNYM NOWYM DEPTAKU POZNANIA nad którym prace rozpoczną się jeszcze w tym roku! Dla wymagającego...
3043,404990,3,73.9,4,Poznań Nowe Miasto Rataje ul. Św. Rocha,Duże trzypokojowe mieszkanie nad Wartą na Ratajach w atrakcyjnej i spokojnej okolicy Główne atuty nieruchomości: • doskonała komunikacja z centrum • cicha i spokojna okolica • piekny widok Nieruchomość złożona z: • pokój 21 6 m.kw • pokój...
3044,649000,3,80.8,3,Poznań Winogrady ul. Żniwna,Polecam na sprzedaż 3-pokojowe mieszkanie w wysokim standardzie wykończenia na ul. Żniwnej w Poznaniu (Winogrady) w budynku z 2000 roku w pobliżu cytadeli. Mieszkanie przeszło kapitalny remont w 2015 roku. Lokal znajduje się na 3 piętrze...
3045,1100000,4,95,3,Poznań Centrum ul. Droga Dębińska,Polecam luksusowy apartament położony w samym centrum Poznania przy ul. Droga Dębińska z widokiem na Wartę. Mieszkanie szczytowe usytuowane jest w kompleksie budynków Willa Warta - zamkniętym zespole apartamentowców poznańskiego...
3046,205686,2,35.1,5,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
3047,136000,1,21,4,Poznań Jeżyce Ogrody ul. Szpitalna Nowy Świat,Idealna lokalizacja! Bardzo dobry dojazd do Centrum miasta! Zaraz obok UAM! Blisko przystanków komunikacji miejskiej-pętla Ogrody oraz terenów zielonych. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego przy pl....
3048,199000,2,48,1,Poznań Warszawskie ul. Krańcowa,Polecam do kupna 2-pokojowe mieszkanie o pow. 48 2 m2 przy ul. Krańcowej. Mieszkanie położone jest na pierwszym piętrze w niskim bloku z lat 60-tych. Na powierzchnię mieszkania składają się dwa niezależne pokoje o powierzchni: 17 5 m2 i 12 7 m2 ...
3049,231041,3,40.82,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
3050,304516,4,61.45,3,Poznań Grunwald,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz...
3051,175000,1,29.4,4,PoznaÅ Åazarz ul. Lodowa,* GWARANTUJEMY BEZPIECZNÄ TRANSAKCJÄ I PROFESJONALNÄ OBSÅUGÄ * GorÄco polecam na sprzedaÅ¼ „ÅwieÅ¼o” wyremontowanÄ kawalerkÄ przy ul. Lodowej w Poznaniu znajdujÄcÄ siÄ na 4 piÄtrze w niskim czteropiÄtrowym bloku z windÄ (cegÅa z...
3052,250000,2,40,4,Poznań Piątkowo,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
3053,287811,2,50.94,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 2-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/37 cena brutto: 287.811 16 zł kondygnacja: parter balkon: taras komórka lokatorska: nie dodatkowe opcje: - miejsce parkingowe w hali garażowej na poziomie -1 - boks lokatorski w hali...
3054,435000,3,64,2,Poznań Nowe Miasto Zawady,Polecam na sprzedaż trzypokojowe mieszkanie znajdujące się na drugim piętrze niskiego nowego bloku położonego w atrakcyjnej części poznąńskich Zawad. Osiedle jest zamknięte monitorowane oraz strzeżone. Dodatkowo cena obejmuje przynależące do...
3055,305000,4,62,3,Poznań Rataje ul. Osiedle Powstań Narodowych,LOKAL Mieszkanie czteropokojowe o powierzchni 62m2. Z balkonem. Umeblowane. Trzecie piętro w niskim ocieplonym bloku. Łazienka w płytkach i kaflach z wanną. Piony instalacyjne po wymianie. Okna nowe PCV. Stolarka podłogowa - panele mozaika i...
3056,360000,2,79,1,Poznań Wilda ul. Kosińskiego 25/20,Przedmiotem naszej oferty jest dwupokojowe mieszkanie o pow. 79 17 m2 położone na parterze w części oficynowej kamienicy przy ul. Kosińskiego 25 na Wildzie. Mieszkanie jest do remontu. Dodatkowo posiada taras o pow. ok. 15 m2. Kamienica w której...
3057,380000,2,51.3,1,Poznań,Polecem 2 pokojowe mieszkanie w wysokim standardzie wykończeń blisko Parku Górczyn.Nowe budownictwo. Główne atuty nieruchomości: • cicha i spokojna okolica • bliskość terenów zielonych • ogródek Nieruchomość złożona z: • pokój z aneksem...
3058,220000,2,38,4,Poznań Stare Miasto ul. Os. Przyjaźni,Polecam na sprzedaż 2 pokojowe mieszkanie o powierzchni 38m2 położone na 4 piętrze w niskim 4 piętrowym bloku na os. Przyjaźni na Winogradach. Mieszkanie składa się z pokoi o powierzchni 16m2 i 9m2 na podłodze mozaika parkietowa jasnej kuchni (...
3059,389000,2,55,4,Poznań Naramowice ul. Naramowicka,Rozkładowe jasne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Dwa pokoje z aneksem kuchennym okna wychodzące na południe zachód; widok na podwórko. Standard wykończenia: Ściany - glazura; Podłogi -...
3060,234450,2,52.1,3,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych,KUPUJĄCY NIE PŁACI PROWIZJI. MIESZKANIE W PROGRAMIE MDM. Na sprzedaż mieszkanie 2-pokojowe z komórką lokatorską na nowym osiedlu w Zalasewie. Mieszkanie usytuowane jest na 3 piętrze. Układ pomieszczeń: pokój dzienny z aneksem kuchennym (28 5m2) z...
3061,377000,5,74,8,Poznań Piątkowo ul. Bolesława Chrobrego,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskim Piątkowie. Lokal o powierzchni 74m2 został idealnie nie naruszając układu mieszkania przekształcony na 5-cio pokojowe mieszkanie inwestycyjne pod wynajem. Nie wymaga żadnych...
3062,334068,3,54.32,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
3063,335000,3,70.6,11,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,Polecam na sprzedaż mieszkanie 3-pokojowe w Poznaniu na Piątkowie na os. Bolesława Chrobrego. Metraż 70 60 m2. Blok zbudowany z płyty mieszkanie znajduje się na 11 piętrze. Oferowane mieszkanie składa się z 3 pokoi: 2 pokoje po 21 m2 (jeden...
3064,179140,1,33.8,3,Poznań ul. Głogowska,KAMIENICA PO REWITALIZACJI OKAZJA!!! Super inwestycja. Mieszkanie znajduje się w kamienicy z 1910r. na 3 piętrze. Mieszkanie jest jednopoziomowe ilość pokoi 1 aneks kuchenny łazienka. Miejsca parkingowe są na parkingu ogólnodostępnym. Stan...
3065,330000,3,66,6,Poznań ul. Os. Stare Żegrze,Witam! Mam do zaoferowania mieszkanie na sprzedaż na Os. Stare Żegrze. Mieszkanie obecnie jest w trakcie kapitalnego remontu. Wymieniane są podłogi ściany całkowity remont łazienki WC oraz kuchni! Dodatkowo wymieniona jest elektryka oraz...
3066,300000,4,84,1,Poznań Nowe Miasto ul. Gabszewicza,| . . Kontakt Cezary 883 577 404 . . . Polecam na sprzedaż przestronne 4 pokojowe mieszkanie o metrażu 84 3 m2 . Lokal znajduje się na 1-szym piętrze bloku zbudowanego z cegły w 2002 roku . Mieszkanie składa się z dużego pokoju dziennego ...
3067,296625,2,47.46,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
