Id,Rooms,SqrMeters,Floor,Location,Description
547,2,61,2,Poznań Jeżyce ul. Strzeszyńska,Serdecznie polecam mieszkanie na Strzeszynie Greckim o powierzchnia 61 m2. Mieszkanie zlokalizowane na drugim piętrze w dwupiętrowym bloku w skład wchodzi: salon z balkonem; sypialnia duża jasna kuchnia połączona z jadalnią; duża łazienka z WC...
548,4,88.7,3,Poznań Rataje ul. Os. Stare Żegrze Nowsze Budownictwo,Zapraszam do zapoznania się z ofertą sprzedaży cztero-pokojowego dobrze utrzymanego jasnego mieszkania usytuowanego na 3 piętrze niskiego bloku z 1998 r. (cegła) w świetnej lokalizacji os. Stare Żegrze (nowa część blisko ul. Inflanckiej i...
549,4,74.2,1,Poznań Naramowice ul. Naramowicka,Przestronne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Cztery pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele...
550,2,53.56,4,Poznań Jeżyce ul. Polna 28,Nieruchomości Mieszkania Nieruchomości Mieszkania
551,3,75.9,2,Poznań Nowe Miasto Rataje,Atrakcyjne 3-pokojowe mieszkanie o powierzchni 76 m2 z balkonem i piwnicą na Os. Zodiak. RATAJE. Główne atuty nieruchomości: • cicha i spokojna okolica • rozkład pomieszczeń • blisko jeziora Nieruchomość złożona z: • pokój z aneksem kuchennym...
552,2,48.8,2,Poznań Naramowice ul. Naramowicka,Polecam do sprzedaży bardzo przytulne i zadbane 2-pokojowe mieszkanie o łącznej powierzchni użytkowej ok. 48 80 m2 zlokalizowane w Naramowicach. Mieszkanie położone w atrakcyjnej lokalizacji – młodej i dynamicznie rozwijającej się dzielnicy...
553,3,48,2,Poznań Rataje Śródka Centrum Zawady Wilda Łazarz ul. Bohaterów Ii Wojny Światowej - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! GWARANCJA PEWNEGO ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Ratajach ( os. Bohaterów II Wojny Światowej ). Na 48 m2 składają się trzy ustawne...
554,2,37.2,1,Poznań Stare Miasto ul. Os. Stefana Batorego,Polecam na sprzedaż bardzo ładne mieszkanie o pow 37 m2 zlokalizowane na nowym osiedlu na Piątkowie. Lokal usytuowany na I piętrze nowoczesnego budynku wykończonego z wysokiej klasy materiałów. Składa się z salonu połączonego z aneksem...
555,2,45,2,Poznań Grunwald ul. Junacka,Mieszkanie w bardzo ładnej zielonej cichej okolicy willowej okolice KOPERNIKA. Mieszkanie dwupokojowe o metrażu 44m2 na 2 piętrze W NISKIM ocieplonym bloku z CEGŁY. Standard i układ lokalu: pokoje w układzie przejściowym - pokój...
556,2,35.73,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
557,2,80.1,1,Poznań Smochowice ul. Sianowska,*** KUPUJ BEZPIECZNIE *** OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż luksusowe dwupoziomowe mieszkanie w zachodniej części Poznania przy ulicy Sianowskiej. Powierzchnia mieszkania wynosi 80 10 m2...
558,2,38,3,Poznań Jeżyce ul. Urbanowska,Atrakcyjne mieszkanie o powierzchni 38 m2 położone przy ulicy Urbanowskiej na Jeżycach ! Bardzo ładne mieszkanie usytuowane na trzecim piętrze w niskim bloku . Składa się z pokoju/salonu połączonego z kuchnią sypialni łazienki z wc i...
559,2,44.44,1,Poznań Strzeszyn Grecki ul. Juwenalisa,Mieszkanie z Księgą Wieczystą. 2-pokoje - 44.44m2 Dodatkowo - Garaż Zaletami nieruchomości są: dobry stan techniczny umeblowanie i cicha zielona lokalizacja. POKÓJ - z wyjściem na balkon kanapa stół krzesła fotele witryna SYPIALNIA -...
560,3,71,11,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,CENA DO NEGOCJACJI!!! Do sprzedaży mieszkanie o powierzchni całkowitej 71 m2. Cena sprzedaży wynosi 350 000 zł. Mieszkanie znajduje się w bloku z płyty z 1980r. na 11 piętrze. Mieszkanie jest jednopoziomowe ilość pokoi 3 oddzielna kuchnia ...
561,2,46,1,Poznań Dębiec Wilda Centrum Łazarz Grunwald ul. Azaliowa - Niski Blok!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Dębcu ( ul. Azaliowa ). Na 46 m2 składają się dwa ustawne i nieprzechodnie pokoje ...
562,2,44.28,1,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
563,2,44.75,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
564,1,28,3,Poznań Dębiec ul. Osinowa,REZERWACJA Miłe i sympatyczne mieszkanie na Dębcu. Spóldzielczo - własnościowe; czynsz 203zł. Ciemna kuchnia-płytki pokój około 20m-parkiet przykryty wykładziną WC i łazienka-płytki. Nowe piony i poziomy wodne oraz kanalizacyjne. Nowe...
565,2,39.16,4,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
566,3,66.3,1,Poznań Grunwald ul. Chociszewskiego Arena Park Kasprowicza,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 3-pokojowe o powierzchni 66 3 m2 usytuowane na wysokim parterze w niskim bloku z cegły zlokalizowane na ul. Chociszewskiego Łazarz. Do mieszkania przynależy piwnica. Dookoła budynku dużo...
567,3,62.39,1,Poznań Biedrusko ul. 7. Pułku Strzelców Konnych,PROMOCJA!!! O SZCZEGÓŁY PYTAJ W BIURZE SPRZEDAŻY. Oferta spełniająca kryteria MDM! Mieszkanie z balkonem o pow 7 53m.kw Termin wydania - od 31.10.2016 roku. Więcej informacji znajdziesz na stronie inwestora: www.jaksbud.pl
568,2,45.35,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
569,2,44,1,Poznań Koziegłowy Zawady Centrum Rataje ul. Leśne Os.,Polecam na sprzedaż mieszkanie na os.Leśnym 44 m 2.Mozaika podłogowa .Okna plastikowe.Na parterze mieszkanie. Do mieszkania należy piwnica. Bardzo dobry dojazd do centrum. CENA: 220 000 zł DO NEGOCJACJI! ZAPEWNIAMY BEZPŁATNĄ POMOC W...
570,2,48,5,Poznań Nowe Miasto Rataje ul. Unii Lubelskiej,| Polecam na sprzedaż atrakcyjne dwupokojowe mieszkanie ( 48 m2) na poznańskich Ratajach. Lokal składa się z dwóch niezależnych pokoi kuchni łazienki i korytarza. Z salonu wyjście na słoneczny balkon. Kuchnia duża widna oraz oddzielna. Spory...
571,2,43,10,Poznań Rataje Śródka Centrum Zawady Łazarz ul. Czecha - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Ratajach ( os. Czecha ). Na 43 m2 składają się dwa ustawne i nieprzechodnie...
572,3,62,3,Poznań Piątkowo,Do sprzedaży mieszkanie o powierzchni całkowitej 62 m2. Cena sprzedaży wynosi 320 000 zł. Mieszkanie znajduje się w bloku z płyty z 1982r. na 3 piętrze. Mieszkanie jest jednopoziomowe ilość pokoi 3 oddzielna kuchnia balkon / taras. Do...
573,3,63,1,Poznań Piątkowo ul. Os.B.Śmiałego,Biuro Nieruchomości Wilk zaprasza do zapoznania się z ofertą 3 pokojowego przestronnego mieszkania na os.Bolesława Śmiałego na poznańskim Piątkowie.Mieszkanie znajduje się na 1 piętrze w niskim ocieplonym bloku(1992r.). Na 63m2 powierzchni...
574,2,39,2,Poznań Łazarz,Gorąco zachęcam do zapoznania się z ofertą sprzedaży zadbanego wyremontowanego 2 pokojowego mieszkania na 2 piętrze zrewitalizowanej kamienicy w wyśmienitej lokalizacji – „górny” Łazarz tuż obok Areny i Parku Kasprowicza – ul. Jarochowskiego....
575,3,90.7,2,Poznań Wilda ul. Fabryczna,Rozkładowe przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Trzy pokoje okna wychodzące na wschód zachód; widok na inne budynki. Wysokość pomieszczeń: 3 m. Standard wykończenia: Ściany - gładź gipsowa;...
576,2,56,3,Poznań Grunwald Łazarz Jeżyce Centrum ul. Sieradzka Ul.,Polecam na sprzedaż ładne przestronne mieszkanie w doskonałej lokalizacji z świetnym połączeniem komunikacyjnym do centrum (czas przejazdu tramwajem 7 minut). W pobliżu pełna infrastruktura handlowo-usługowa przedszkola szkoły tereny...
577,2,49,8,Poznań Rataje Centrum Wilda Zawady Śródka Łazarz ul. Piastowskie - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Ratajach ( os. Piastowskie ). Na 49 m2 składają się dwa ustawne i nieprzechodnie...
578,3,57,1,Poznań Stare Miasto Piątkowo ul. Os. Stefana Batorego,Na sprzedaż jasne i przestronne trzypokojowe mieszkanie położone na parterze niskiego bloku na Osiedlu Batorego. Stan: bardzo dobry nie wymaga wkładu finansowego. Mieszkanie o powierzchni 57 m2 składa się z: przedpokój - 6 95 m2 pokój dzienny...
579,3,55,1,Poznań Centrum ul. Krótka,Na sprzedaż mieszkanie położone na parterze kamienicy położonej w Poznaniu przy ul. Krótkiej (Zawady). OPIS LOKALU: Mieszkanie o powierzchni użytkowej ok.55m2 składa się z 3 pokoi w tym salonu z aneksem kuchennym łazienki i korytarza....
580,2,58,3,Poznań Wilda ul. Kosińskiego,Designerskie mieszkanie budynku PERLA w centrum Poznania 5min autem do Starego Browaru 1 5km na dworzec PKP. Kilkaset metrów do 3 roznych przystanków MPK (Robocza Kosinskiego oraz Traugutta). Na parterze bloku Fresh Market w podziemiach...
581,2,38,10,Poznań Winogrady ul. Os. Przyjaźni,Os.Przyjażni 2 pok plus kuchnia-wolne od zaraz! OKAZJA!!! Do sprzedaży mieszkanie o powierzchni całkowitej 38 m2. Cena sprzedaży wynosi 209 000 zł. Mieszkanie znajduje się w bloku z płyty z 1970r. na 10 piętrze. Mieszkanie jest jednopoziomowe ...
582,3,51.22,2,Poznań Winogrady ul. Lechicka Okolice,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....
583,2,47,3,Poznań Jeżyce ul. Polna,Polecamy do sprzedaży stylowe mieszkanie w kamienicy położone na Jeżycach przy ul. Polnej. Jasne i słoneczne całkowicie odnowiowione. Dwa niezależne pokoje łazienka i częściowo otwarta kuchnia. Własne ogrzewanie piec gazowy II funkcy. W...
584,2,38.1,10,Poznań Winogrady,Na sprzedaż dwupokojowe mieszkanie o powierzchni 38 1 mkw położone na 10 piętrze w wieżowcu. Lokalizacja - Os. Kosmonautów Winogrady. Dwa pokoje - salon z oknem balkonowym i sypialnia aneks kuchenny łazienka połączona z ubikacją oraz korytarz....
585,4,66,1,Poznań Grunwald Łazarz ul. Dmowskiego,Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • zabudowa kuchni i sprzęt w cenie Nieruchomość złożona z: • pokój 18 m.kw • pokój 9 7 m.kw • pokój 9 6 m.kw • pokój 9 3 m.kw • kuchnia zamykana z...
586,3,84,2,Poznań Plewiska Ogrody Jeżyce Centrum ul. Zielarskie Os.,Polecam na sprzedaż mieszkanie dwupoziomowe. Budynek mieści się w Plewiskach . Mieszkanie 3 pokojowe sypialnie dwie łazienki oddzielna kuchnia. Mieszkanie kompletnie wyposażone w meble i sprzęty AGD. Do dyspozycji również obszerny strych ...
587,1,31.5,2,Poznań ul. Głogowska,KAMIENICA PO REWITALIZACJI OKAZJA!!! Mieszkanie znajduje się w kamienicy z 1910r. na 1 piętrze. Mieszkanie jest jednopoziomowe ilość pokoi 1 aneks kuchenny łazienka. Miejsca parkingowe są na parkingu ogólnodostępnym. Stan techniczny lokalu...
588,1,27,1,Poznań Stare Miasto Winogrady ul. Os. Kosmonautów,***KAWALERKA***PO REMONCIE***DLA STUDENTA*** Umeblowana kawalerka w Poznaniu na osiedlu Kosmonautów. Mieszkanie położone na wysokim parterze w dziesięciopiętrowym wysokim bloku z wielkiej płyty z 1985 roku. Na powierzchni 27 m2 znajdują...
589,2,36.11,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
590,2,51,2,Poznań Jeżyce ul. Jackowskiego 27,Piękne mieszkanie II piętrze odnowionej kamienicy na ul. Jackowskiego na poznańskich Jeżycach. Mieszkanie posiada pokój z aneksem kuchennym - powierzchnia 22 84 m2; sypialnię - 21 52 m2; łazienkę - 4 21 m2 oraz garderobę - 2 14 m2. Mieszkania...
591,3,64,7,Poznań Rataje ul. Os.Orła Białego,MIESZKANIE SPEŁNIA WARUNKI PROGRAMU MDM Serdecznie zapraszam na prezentację 3 pokojowego słonecznego mieszkania na jednym z ratajskich osiedli.Mieszkanie mieści się na os.Orła Białego na 7 piętrze w 10 piętrowym bloku (1980r.).Osiedle spokojne i...
592,2,40,1,Poznań Łazarz ul. Małeckiego Dopłata W Mdm,Przedmiotem sprzedaży jest dwu pokojowe mieszkanie o powierzchni 40 m2 usytuowane na ostatnim piętrze w kamienicy z 1905 roku (cegła) nieruchomość zlokalizowana na Łazarzu w okolicy ulicy Małeckiego w pobliżu Rynku Łazarskiego. Na powierzchnię...
593,1,34.58,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
594,3,64,3,Poznań Naramowice Winogrady Piątkowo ul. Sielawy,Polecam do kupna przestronne 3 pokojwe mieszkanie zlokalizowane na 3 piętrze w budynku niskiej zabudowy na ulicy Sielawy na osiedlu zamkniętym ATANER strzeżonym przez firmę ochroniarską. Na 64 m2 składają się: - Duży pokój (30 m2) z aneksem...
595,2,48.83,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
596,3,74,1,Poznań Stare Miasto,Polecamy!!! 3-pokoje - 74m2 Zaletami nieruchomości są jej doskonały stan techniczny i lokalizacja (szkoła podstawowa gimnazjum i liceum 2 przedszkola żłobek park). Mieszkanie znajduje się w budynku 3 piętrowym usytuowanym na granicy...
597,3,82.3,2,Poznań Luboń ul. Jana Pawła Ii Z Garażem,Zapraszam do zapoznania się z ofertą 3 pokojowego mieszkania z garażem 16m2 (w cenie) położonego w spokojnej cichej okolicy Lubonia przy ul. Jana Pawła II. Mieszkanie ciche nasłonecznione w układzie niezależnym z balkonem bardzo ustawne ...
598,2,45,5,Poznań Stare Miasto ul. Kościelna,Oferta na wyłączność. Zadbane mieszkanie 2 pokojowe w centrum Poznania. Oferujemy na sprzedaż zadbane i komfortowe mieszkanie 2 pokojowe o powierzchni 45 3 m2 znajdujące się w Poznaniu w dzielnicy Jeżyce (ul. Kościelna). Mieszkanie znajduje się...
599,3,49.7,4,Poznań Wilda ul. Przemysłowa,Przytulne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Trzy pokoje z aneksem kuchennym okna wychodzące na południe; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...
600,3,54,3,Poznań Stare Miasto ul. Wodna,Prezentujemy Państwu atrakcyjną ofertę sprzedaży mieszkania o łącznej powierzchni 54m2 na trzecim piętrze rewitalizowanej kamienicy położonej przy ulicy Wodnej w Poznaniu. Jest to wygodne ciche mieszkanie z przepięknym widokiem. Istnieje...
601,1,26,4,Poznań Jeżyce Centrum ul. Polna Dąbrowskiego,Okazja! Doskonałe dla inwestora! Zapraszam Państwa do zapoznania się z ofertą nieruchomości położonej przy ul. Polnej na poznańskich Jeżycach.  Mieszkanie jest komfortowe. Kuchnia z oknem. Mieszkanie o powierzchni całkowitej 26 m2. Cena...
602,4,105.23,2,Poznań Grunwald ul. Śniadeckich,Rozkładowe przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Grunwald. Cztery pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - parkiet; Okna -...
603,2,37.5,10,Poznań Łazarz Grunwald Górczyn Wilda ul. Głogowska,Zapraszam do zapoznania się z oferta mieszkania na sprzedaż przy ulicy Głogowskiej w dzielnicy Grunwald. Lokal znajduje się na dziesiątym piętrze w bloku z windą. Łączna powierzchnia nieruchomości to 37 5 m2. Na pełen metraż składają się dwa w...
604,1,30.45,1,Poznań Stare Miasto ul. Winogrady Naramowice,LOKALIZACJA Polecam na sprzedaż nowe mieszkania na powstającym osiedlu położonym w północnej części Poznania. Termin odbioru - IV kwartał 2016r. Funkcjonalne mieszkania w pobliżu Warty i parku. ZALETY Nowoczesne komfortowe mieszkania ...
605,2,31,2,Poznań Jeżyce ul. Mylna,Mieszkanie 2 pokojowe 44 m2 na 1 – wszym piętrze w bloku ATANERA przy ul Mylnej na Jeżycach. Mieszkanie jest w pełni umeblowane (meble pralka lodówka). Wyposażenie i meble w cenie. Dostępne od zaraz. Bardzo blisko centrum niedaleko...
606,2,54,4,Poznań Piątkowo ul. Os. Władysława Jagiełły,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam na prezentację mieszkania połozonego na poznańskim Piatkowie - osiedle Jagiełły (bliskość Pestki) mieszkanie o powierzchni 54m2 2 pokoje 22m2 i...
607,2,37.12,5,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
608,2,42.22,1,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
609,3,53,4,Poznań Winogrady Sołacz Piątkowo Naramowice ul. Kosmonautów,Polecam na sprzedaż mieszkanie 3 pokojowe znajdujące się na os. Kosmonautów. Mieszkanie jest w ocieplonym niskim bloku na IV piętrze. Na podłodze w 2 pokojach znajduje się parkiet natomiast w małym panele. W kuchni i łazience płytki....
610,3,65,3,Poznań Jeżyce Centrum ul. Kassyusza Galla Anonima Poddasza,Na sprzedaż NOWOCZESNE I FUNKCJONALNE trzypokojowe mieszkanie położone w Poznaniu - Jeżyce ul. Kassyusza. Lokal o powierzchni około 65 mkw (użytkowa 43 71) mkw na poddaszu 3 piętowego budynku z cegły. ROZKŁAD POMIESZCZEŃ: pokój z aneksem...
611,2,51.3,3,Poznań Winogrady ul. Wilczak 20,Mieszkanie 2 pokojowe z aneksem kuchennym.
612,1,35,3,Poznań Grunwald,NOWA CENA Iron House poleca na sprzedaż atrakcyjną kawalerkę zlokalizowaną w Poznaniu na Grunwaldzie (Łazarz) przy ul. Chociszewskiego. Mieszkanie o pow. 34 6m2 na co składają się pokój oddzielna i jasna kuchnia łazienka oraz przedpokój....
613,2,37.5,1,Poznań ul. Ognik,Witam mam na imię Agata i w biurze nieruchomości Platan Investments pomagam moim klientom w odnalezieniu wymarzonego mieszkania. Robię to sprawnie i konkretnie mając na uwadze ulubioną mantrę- czas to pieniądz . Polecam na sprzedaż mieszkanie...
614,4,100,1,Poznań Ogrody Centrum Jeżyce Sołacz Ławica ul. Gotowe Luksusowe Apartamenty,Drodzy Państwo mamy przyjemność zaprosić do zapoznania się z propozycją sprzedaży apartamentów które powstają w Poznaniu PODOLANY. Miejsce które firma deweloperska wybrała do wykonanie następnej inwestycji jest wyposażone w pełny dostęp do...
615,2,48,1,Poznań Dębiec ul. Dębina,Polecam na sprzedaż piękne mieszkanie na osiedlu Dębina. Składa się ono z dwóch niezależnych pokoi bardzo ładnej kuchni z oknem łazienki wyposażonej w kabinę prysznicową. Całe mieszkanie po remoncie niespelna cztery lata temu. Kuchnia ...
616,2,56,1,Poznań Wilda ul. Przemysłowa,Polecam do sprzedaży mieszkanie znajdujące się w Poznaniu przy ulicy Przemysłowej. Mieszkanie usytuowane w kamienicy na wysokim parterze w oficynie. Powierzchnia mieszkania to 56 1 m2 do mieszkania przynależy piwnica o pow.8 4 m2. Rozkład...
617,3,113.7,1,Poznań Łazarz ul. Idealna Inwestycja Podziel Pokoje,Na sprzedaż bardzo ciekawe mieszkanie o łącznej pow. 113 70 m2 usytuowane na 1 piętrze oficyny bardzo dobrze utrzymanej kamienicy w samym sercu miasta ul. Głogowska nieopodal Targów Poznańskich. Powierzchnię tworzą: >3 przestronne pokoje:...
618,3,74.61,1,Apartamenty Na Grunwaldzie-Poznań Grunwald-Willa Miejska ul. Racławicka,*** WILLA RACŁAWICKA *** NOWE LUKSUSOWE APARTAMENTY W WILLI MIEJSKIEJ POZNAŃ - GRUNWALD UL. RACŁAWICKA UWAGA : Promocja cenowa - cena 6980 PLN za m2 Położona na Grunwaldzie Willa Racławicka to optymalny wybór dla osób pragnących mieszkać...
